OrderDate,CustomerID,ProductCategory,SalesAmount,ProfitMargin,Region
2024-03-31,6bfe2d2f,Electronics,462.8,19.72,North
2024-11-01,ac5e4796,Books,87.36,19.21,South
2024-03-24,56bb40b4,Groceries,482.0,8.06,North
2024-07-18,d3346bdf,Groceries,10.75,22.89,North
2024-04-09,76bc5d26,Books,72.47,18.81,Central
2024-07-12,c487932f,Electronics,171.15,12.32,East
2024-12-04,3f7d101d,Books,210.02,18.87,South
2024-08-06,36b08648,Books,497.7,6.24,Central
2024-05-08,5a3d18cd,Electronics,33.62,8.16,West
2025-03-10,8c2b806d,Home Appliances,493.64,9.14,East
2024-03-28,32d21bc6,Groceries,78.48,6.9,West
2024-07-08,bc961952,Groceries,361.58,29.69,North
2024-05-14,43def20c,Home Appliances,420.27,23.58,West
2024-05-31,e0d0ba1d,Electronics,17.9,16.9,West
2025-01-11,0d1fda2b,Books,389.78,26.27,West
2024-07-27,7f3d5eaa,Electronics,415.8,5.65,East
2024-10-11,5c69f817,Clothing,309.88,5.5,North
2024-08-01,a27ea145,Electronics,224.02,15.64,West
2024-12-01,603745ce,Clothing,450.52,14.25,South
2024-04-01,9a6220fe,Home Appliances,161.18,8.98,East
2024-12-30,7a4db01f,Electronics,125.78,10.96,West
2024-03-17,20e17d45,Clothing,221.69,6.08,Central
2025-03-09,19d2e103,Clothing,190.48,24.6,South
2024-10-24,3ecb8603,Electronics,106.9,29.17,North
2025-01-12,b2bcc90c,Electronics,120.7,11.6,West
2024-07-01,e12f5efd,Home Appliances,192.9,21.86,East
2024-08-03,b59fef2e,Groceries,375.43,11.24,Central
2024-05-09,eb901e7e,Groceries,146.37,17.06,East
2024-06-29,c6bbf162,Groceries,22.62,15.35,Central
2024-04-29,08873c50,Books,430.51,19.45,South
2024-11-23,30dde662,Clothing,68.97,25.33,East
2024-12-27,322c5b56,Clothing,321.13,28.98,South
2024-10-30,e9c1a199,Books,374.79,5.12,Central
2024-08-23,bbdbf6ef,Books,341.5,16.25,Central
2024-11-18,5e51b050,Home Appliances,230.7,13.83,South
2024-07-21,25cf2b16,Electronics,111.14,23.79,West
2024-03-20,5eb60d46,Home Appliances,392.97,14.92,Central
2024-10-28,db2c2a85,Home Appliances,11.76,16.65,North
2025-03-03,c3be2da1,Electronics,405.99,10.91,South
2024-06-17,619ef394,Clothing,217.34,14.05,East
2024-05-12,187a9d6f,Home Appliances,153.96,8.81,West
2024-05-24,477a7a28,Clothing,370.49,7.57,South
2024-05-07,e6a34a43,Home Appliances,490.6,14.42,Central
2024-12-07,aea1e2a8,Home Appliances,443.25,18.53,North
2024-05-14,ffc7ecb3,Electronics,333.88,12.3,West
2024-08-03,15f733c6,Groceries,416.52,26.04,Central
2024-05-19,982d78f1,Books,177.95,17.55,West
2024-09-08,354fcd57,Home Appliances,132.59,13.25,East
2025-01-07,51061907,Electronics,228.31,19.09,North
2024-10-28,1fd35bce,Books,194.24,28.73,South
2024-12-20,a2bca097,Groceries,488.19,20.2,North
2024-12-15,b7a46258,Books,111.62,6.0,North
2024-09-27,d24f3a02,Groceries,70.11,10.95,North
2024-03-24,8200c08c,Electronics,383.56,6.12,East
2024-06-23,856ea21f,Clothing,80.29,8.64,East
2024-08-31,77700a66,Electronics,19.28,18.33,South
2024-08-03,954f4f8b,Electronics,74.02,24.89,East
2024-12-13,167be8c0,Groceries,411.55,13.12,South
2024-09-04,17925025,Electronics,61.5,21.1,North
2024-07-25,48b1d76f,Electronics,51.16,20.2,South
2025-03-06,674d1e79,Clothing,67.4,25.3,North
2024-04-04,6817f52f,Groceries,375.43,20.81,North
2024-11-29,d447887e,Clothing,177.88,13.99,Central
2024-10-15,461ff8ee,Groceries,422.37,18.3,North
2024-10-13,6da25da7,Groceries,69.99,10.76,West
2024-10-09,b14634ec,Books,138.45,26.46,Central
2024-11-10,675a273a,Groceries,417.02,10.55,North
2024-07-26,765c0a74,Home Appliances,261.33,8.86,South
2024-04-10,1afc9a37,Electronics,282.83,21.22,East
2025-03-05,7a8b997b,Groceries,286.61,17.91,West
2025-03-17,cb12cef8,Home Appliances,442.55,13.12,West
2024-06-01,25aa53b4,Home Appliances,227.98,22.33,East
2025-02-27,99c142d1,Books,350.5,20.12,East
2024-12-16,e168ad23,Books,19.96,14.09,West
2024-11-29,96569d2b,Clothing,439.6,23.1,South
2024-07-09,43500fe0,Groceries,406.36,21.29,East
2024-09-14,c52c29f9,Home Appliances,166.79,27.43,East
2025-01-16,ae1c2a8c,Electronics,422.67,20.93,South
2024-06-18,cba570e2,Electronics,206.93,22.79,West
2024-09-25,36e69e79,Electronics,309.5,5.92,Central
2024-10-13,d8b278fc,Groceries,279.67,8.6,West
2024-10-18,f2146dba,Groceries,218.71,17.61,North
2024-11-15,9b091faf,Groceries,122.02,15.57,East
2025-01-15,e9f29e04,Clothing,311.77,23.94,North
2025-02-09,4877124e,Electronics,315.25,18.41,West
2024-10-23,8c38410a,Clothing,429.12,11.83,Central
2024-08-21,e39037e4,Books,234.05,11.79,Central
2024-06-19,40d95df8,Electronics,190.68,5.44,Central
2024-09-26,4cb9d022,Books,233.99,19.43,South
2024-07-31,c6bf53d9,Clothing,312.69,15.5,East
2024-11-08,19efac25,Home Appliances,285.35,25.48,Central
2025-01-27,a79d9f48,Electronics,131.1,29.07,North
2024-07-18,63b7a33b,Books,205.81,18.74,East
2024-04-08,f59195f9,Electronics,235.9,20.58,Central
2024-07-16,7252cd4e,Groceries,433.18,25.9,North
2025-02-05,8dd93d3f,Electronics,16.23,13.88,South
2024-07-17,b94ad7c3,Home Appliances,440.31,15.5,Central
2024-06-26,7b191550,Home Appliances,389.62,8.21,West
2024-06-01,d058b56a,Clothing,430.23,24.97,South
2024-03-19,8b831d9a,Clothing,277.47,8.99,East
2024-05-05,4c100405,Electronics,122.92,17.86,Central
2024-11-17,95ba9356,Electronics,321.88,15.86,South
2024-12-19,1e6acbfb,Home Appliances,332.64,29.8,East
2024-07-18,6a955170,Groceries,395.16,7.84,North
2024-10-28,91dc4c1b,Books,288.39,24.58,East
2024-10-07,ed44aa96,Books,76.63,20.58,West
2024-07-31,6d7158e7,Clothing,250.95,21.88,South
2025-03-12,0a170ebc,Books,366.43,6.57,North
2024-08-21,50e7fdb6,Home Appliances,101.96,11.34,West
2024-03-20,c5a73de0,Clothing,219.88,10.41,West
2024-05-27,aa04b637,Home Appliances,131.17,27.02,North
2025-01-03,8f60f4d9,Books,95.62,18.17,North
2024-12-17,81b04d8f,Groceries,134.4,23.25,Central
2025-02-14,0a4720dd,Books,306.52,19.46,Central
2024-11-08,16d68108,Clothing,156.86,12.05,West
2024-11-18,bde5893e,Home Appliances,77.13,20.27,East
2024-10-24,a118662f,Groceries,472.62,12.53,Central
2025-01-24,729a4ae2,Books,220.33,20.66,Central
2024-06-10,c6b7f2f9,Groceries,74.33,22.62,West
2025-01-26,06e910a1,Books,416.75,15.22,North
2024-05-08,0f8aabff,Clothing,466.94,19.0,Central
2024-03-20,5e0435fd,Groceries,219.46,5.19,South
2024-12-21,5fd4caf9,Home Appliances,126.8,17.04,East
2024-05-16,a1ac359f,Electronics,56.37,11.29,Central
2024-09-02,268716c5,Home Appliances,378.59,27.84,South
2024-07-31,cfe633d6,Groceries,344.39,21.43,North
2024-05-20,34723210,Clothing,241.3,18.75,Central
2024-04-27,3e0f0179,Groceries,332.95,24.23,Central
2024-05-18,39be7d17,Books,62.03,11.48,East
2024-10-14,37bb133e,Groceries,448.39,22.74,West
2024-09-16,57da0e53,Groceries,404.46,26.59,South
2024-05-05,01e2549f,Groceries,301.65,9.64,North
2024-11-24,932f5477,Home Appliances,38.22,28.03,South
2024-09-27,46569c6f,Groceries,32.42,12.82,South
2025-01-10,e0ac65f5,Books,162.54,11.92,East
2025-02-02,7989212e,Books,35.16,24.59,Central
2024-04-14,7390f0f6,Groceries,157.77,9.1,North
2024-06-04,3140e2a8,Books,45.37,18.35,North
2024-12-27,717b66e3,Electronics,22.7,17.27,South
2025-02-14,232693e7,Groceries,121.13,21.73,North
2024-05-01,bf0bff90,Electronics,14.87,28.92,North
2024-04-15,560382f8,Groceries,158.16,17.78,North
2024-03-28,601707ca,Clothing,208.87,23.86,South
2025-02-15,76ca6bde,Clothing,210.96,28.4,South
2024-06-08,50ce3991,Electronics,358.24,13.56,West
2024-11-23,58198772,Groceries,299.36,22.74,South
2024-04-13,5c0f24a2,Electronics,31.2,16.9,East
2025-01-29,643a69a5,Books,348.79,9.17,Central
2024-07-07,96ef9504,Groceries,250.17,20.31,South
2025-02-21,9f33d7c2,Books,287.36,21.35,North
2024-11-22,c3e5377f,Electronics,63.79,7.86,South
2024-09-16,1ad5ac83,Clothing,260.98,27.48,Central
2024-08-05,f5c652b3,Groceries,232.13,8.67,North
2024-10-25,1bec9bc2,Home Appliances,468.75,24.75,Central
2024-06-07,36401eb1,Electronics,200.71,10.64,South
2025-01-26,3693c4e3,Books,157.22,12.06,East
2024-11-04,8b75fbfb,Electronics,423.16,20.08,West
2025-03-11,cf1afddf,Groceries,445.22,13.59,East
2024-11-22,302b7ed3,Electronics,136.79,9.09,West
2024-08-02,f7a0aaea,Books,221.32,26.1,East
2024-09-28,5e6b823a,Books,491.75,16.39,East
2024-12-20,ea9fbf88,Groceries,312.09,24.83,Central
2024-06-03,aeb80bf4,Groceries,152.05,11.59,North
2024-09-23,5fb612d7,Electronics,100.81,23.52,West
2024-10-21,83f5d6fb,Electronics,466.44,8.38,West
2024-10-15,89ba012b,Books,381.48,23.21,East
2024-04-26,be394788,Groceries,18.77,25.98,North
2024-04-23,b753eda6,Home Appliances,340.77,29.11,Central
2024-06-26,c403773c,Electronics,141.67,12.88,Central
2024-11-20,da42c1ed,Clothing,354.72,6.11,North
2024-10-20,0b0a8460,Books,32.43,13.88,South
2025-02-11,8c2c6d02,Clothing,266.02,26.78,Central
2024-06-12,018cfe03,Home Appliances,120.85,10.51,East
2024-08-14,9234114b,Groceries,377.42,5.69,East
2024-07-05,66709914,Groceries,15.32,19.92,South
2024-08-16,5c1871f3,Clothing,342.42,27.97,Central
2024-04-10,9232936c,Groceries,338.32,22.16,South
2025-02-28,b2353657,Books,386.03,6.01,North
2024-03-24,d8b916d8,Home Appliances,264.03,16.01,North
2024-04-23,7a20d4b5,Home Appliances,58.19,27.37,West
2024-12-18,bb0ebc51,Clothing,285.34,14.2,West
2025-01-12,82857473,Books,476.18,17.71,South
2024-06-05,ec4a1f31,Clothing,206.97,12.5,Central
2024-04-06,1b418f96,Clothing,476.77,24.24,Central
2025-02-16,dfb7b569,Books,294.76,16.93,West
2024-04-03,f8bec02b,Electronics,435.08,16.36,North
2024-09-15,79b4858b,Electronics,317.68,19.02,East
2025-03-05,15f470c3,Groceries,222.56,28.57,North
2024-06-24,49cb1cbc,Electronics,389.33,16.73,East
2024-10-03,f2af755b,Home Appliances,345.39,28.75,South
2025-01-16,590fe2b7,Electronics,18.51,28.0,Central
2024-12-14,c4333cec,Books,203.59,20.74,South
2024-07-18,4dbcd95b,Electronics,324.08,17.32,East
2024-06-03,5d4c162c,Clothing,182.59,6.89,North
2024-11-22,14fa944c,Groceries,375.07,21.65,West
2024-12-04,161e5ce9,Clothing,45.52,18.24,North
2024-11-09,6e7da78c,Home Appliances,241.54,5.93,Central
2024-05-22,de1908bd,Clothing,37.77,18.59,Central
2024-09-10,87c40833,Books,142.99,21.78,North
2024-05-06,63cde970,Clothing,125.45,11.28,Central
2024-10-28,1d41fff2,Books,188.26,12.21,East
2025-02-04,93addb79,Home Appliances,218.75,11.36,Central
2025-01-06,41dc6fdb,Clothing,234.94,18.66,East
2024-05-16,92599e23,Home Appliances,318.01,25.12,Central
2024-04-29,5a4f41a5,Electronics,209.25,7.62,South
2024-06-22,86895939,Books,449.82,18.24,West
2024-09-09,6dc95598,Home Appliances,35.3,18.31,West
2024-09-19,9d0b97a4,Home Appliances,323.93,14.74,North
2024-10-31,cdeeb944,Books,80.74,11.92,South
2024-07-05,3dae34bb,Groceries,413.9,13.66,North
2024-08-09,98097d82,Clothing,297.85,26.07,East
2024-08-09,50e10142,Groceries,55.59,18.89,North
2024-09-07,c7aec94f,Books,406.45,12.72,East
2025-02-24,430b7a7e,Clothing,440.89,15.35,Central
2025-02-04,d779e9f8,Clothing,491.9,18.72,East
2024-03-25,e4d7a6cd,Groceries,399.89,14.84,North
2025-03-15,bdc64120,Books,47.32,5.29,West
2024-11-22,f7290dd6,Home Appliances,447.59,8.54,South
2024-09-02,d46e09c9,Electronics,34.82,21.75,Central
2024-04-21,1319a847,Clothing,219.53,28.74,North
2024-03-26,27862733,Electronics,458.29,23.2,Central
2024-06-26,7a6ce9cb,Electronics,361.19,14.26,West
2024-11-07,40d6f01c,Clothing,76.74,19.96,Central
2024-05-30,42436823,Clothing,32.02,28.32,West
2024-03-18,8a3f54ab,Books,454.95,23.06,North
2025-03-06,fb420683,Groceries,351.48,21.32,North
2024-05-04,94227d61,Books,388.68,29.69,East
2024-11-02,5db0eedd,Groceries,460.9,28.41,West
2024-09-05,fb11147c,Clothing,69.05,12.57,Central
2024-12-12,1e604e36,Books,409.46,15.07,North
2024-10-14,829af495,Books,44.65,25.79,East
2024-09-20,307e5b9b,Groceries,417.08,20.63,South
2025-01-12,ee2da50c,Books,240.83,28.11,North
2024-12-19,12007cb7,Groceries,177.63,24.51,North
2025-03-04,41dac2c2,Electronics,472.21,15.44,Central
2024-10-14,45ae25fb,Home Appliances,202.17,19.78,South
2024-04-30,117137ae,Clothing,228.2,12.6,East
2024-08-24,0ba30310,Clothing,153.6,5.74,Central
2024-08-04,7e43538c,Groceries,225.05,15.19,Central
2025-03-01,cc8fe7d8,Clothing,155.23,24.34,East
2024-04-23,51a5f960,Books,274.94,26.48,Central
2024-04-02,6f601f74,Electronics,324.81,10.97,South
2025-01-02,919c1a0f,Clothing,30.99,6.35,East
2024-11-23,1a7d7918,Clothing,341.4,5.85,Central
2024-11-27,61df9eb4,Electronics,270.87,21.16,North
2024-07-12,d063e59b,Electronics,481.49,16.69,Central
2025-02-15,322db380,Groceries,212.64,14.91,East
2025-02-01,fe6def7b,Electronics,326.75,27.93,West
2024-08-02,082c378b,Clothing,106.05,13.35,South
2024-12-24,8e9d1c1b,Electronics,50.95,28.4,South
2025-03-10,2973d535,Groceries,345.01,23.1,North
2024-12-24,530aabd6,Home Appliances,484.19,14.22,West
2025-02-18,ea87c9e9,Home Appliances,23.65,21.03,South
2024-09-05,a7d83c8b,Books,374.68,19.81,South
2024-05-07,e76186a6,Home Appliances,118.89,24.99,South
2024-04-19,9007f698,Groceries,317.94,5.96,Central
2025-01-23,fa12f55e,Clothing,470.51,11.9,North
2024-05-26,9bf852d8,Groceries,307.88,25.19,West
2025-02-22,33b99cca,Electronics,154.94,5.96,Central
2024-07-26,40c96fad,Groceries,378.46,9.85,West
2024-08-31,d76733fa,Groceries,132.64,8.49,West
2024-12-29,6eedbbb5,Electronics,440.73,6.89,Central
2024-06-13,c347319f,Books,451.03,22.37,East
2025-03-01,2a40c792,Home Appliances,429.55,8.62,North
2024-06-13,8175ef30,Groceries,272.16,7.65,North
2025-02-07,f41d9a62,Home Appliances,184.45,22.29,West
2025-02-17,6616311f,Electronics,398.34,8.25,South
2024-09-04,5e3bbc14,Electronics,41.32,17.04,West
2024-12-18,7b10023a,Books,347.54,24.43,East
2024-03-31,187bd3d6,Electronics,299.15,25.46,Central
2024-10-19,2cb1fbe5,Books,47.44,13.41,East
2024-09-06,824202d2,Groceries,266.61,12.93,East
2025-01-07,4e9b42dc,Electronics,499.6,21.34,West
2024-03-28,52720298,Books,201.03,10.88,East
2024-03-31,412e7333,Clothing,242.34,6.45,South
2025-02-06,44977814,Home Appliances,54.7,10.93,North
2025-01-14,492c2931,Clothing,442.88,25.73,Central
2024-07-27,05a004d4,Books,477.68,27.46,North
2025-01-04,eecc0d36,Clothing,228.31,22.5,Central
2025-02-28,51f633a7,Electronics,299.33,27.64,Central
2024-11-15,43c84ac1,Books,264.45,7.22,East
2024-09-09,9e1321dd,Electronics,134.17,5.4,North
2024-10-19,ddda574a,Clothing,320.89,26.44,East
2024-06-14,b8840203,Clothing,483.93,21.95,Central
2025-02-25,d98ddade,Home Appliances,338.82,15.45,West
2025-03-13,e01c0a6a,Groceries,278.7,20.16,West
2024-12-17,d3bdcd71,Groceries,78.65,26.8,West
2024-04-20,b0ba6323,Home Appliances,133.32,14.56,South
2024-04-22,54fbdb3f,Clothing,493.9,13.7,North
2025-02-17,498e268e,Home Appliances,159.18,11.04,North
2024-08-01,3f129334,Books,122.79,5.79,North
2024-06-07,af0e666b,Books,463.56,7.42,South
2024-11-21,556c237a,Clothing,118.95,20.18,Central
2024-03-18,e16d8c0c,Home Appliances,491.05,17.78,East
2024-08-20,b5e61b3e,Electronics,168.93,18.17,Central
2024-08-30,314f24a4,Clothing,120.78,16.79,Central
2025-02-13,9f8682b2,Books,19.26,25.41,North
2024-10-31,c5454cdb,Clothing,117.13,14.51,South
2024-06-21,f5b00225,Books,406.4,11.8,West
2024-11-09,0609fc1a,Clothing,203.07,14.35,South
2024-10-02,bd344ec9,Clothing,262.09,20.33,North
2024-10-06,f409b56d,Books,364.5,17.91,South
2025-02-21,f7c8ebd8,Electronics,442.27,16.48,North
2025-03-06,f89c2733,Electronics,338.17,28.48,Central
2024-06-20,16c3140b,Clothing,59.74,24.97,North
2024-09-19,09f687a7,Electronics,354.51,13.13,East
2024-05-01,e365f4bd,Electronics,272.1,10.92,South
2024-10-15,c5161f3d,Books,212.57,6.66,North
2024-04-09,c9e76901,Clothing,31.29,11.99,North
2024-12-09,8955dbf9,Clothing,203.89,25.22,North
2024-04-01,96e2759a,Home Appliances,199.27,21.13,Central
2024-09-11,9b4096ee,Books,50.7,9.71,South
2024-06-26,c1732063,Books,363.27,17.94,Central
2024-08-24,17936f41,Home Appliances,208.55,12.33,North
2024-10-29,7421af91,Groceries,339.98,10.52,West
2024-05-15,684be6c8,Home Appliances,393.36,19.02,Central
2024-08-04,67d4a614,Books,102.68,26.92,North
2025-02-15,33fd17d7,Books,431.49,23.21,North
2024-10-21,574607c8,Electronics,35.99,29.31,Central
2025-01-05,043c8055,Books,349.47,28.6,East
2024-10-08,caebe326,Books,463.61,9.1,North
2025-01-30,baa2178f,Home Appliances,195.87,28.66,North
2024-04-07,ee688bfd,Clothing,321.78,17.0,North
2024-10-25,700728ea,Electronics,499.77,5.07,East
2024-07-08,b1836a1f,Books,451.61,12.29,East
2024-04-15,ca081c5e,Groceries,50.8,20.09,Central
2025-02-20,d9b92f62,Groceries,170.56,7.81,East
2024-06-04,4648938a,Electronics,17.57,26.71,North
2024-05-22,4773e164,Electronics,402.45,6.03,Central
2024-07-15,22bc928b,Home Appliances,88.88,6.22,East
2025-01-27,1c08e4cc,Groceries,498.42,14.39,North
2025-03-02,ccf4d126,Clothing,492.5,16.79,West
2024-11-29,6971d507,Groceries,21.24,24.9,Central
2024-11-03,7d529e7c,Groceries,65.1,27.0,Central
2025-02-24,a5b1aa11,Electronics,240.1,28.41,South
2024-08-12,dc9d6036,Books,353.83,25.89,East
2024-12-04,7f64ddd9,Electronics,473.56,6.53,East
2024-09-04,90f682f5,Groceries,171.26,24.53,South
2025-01-02,8b292e5a,Electronics,430.5,26.39,East
2024-05-29,3fa20587,Books,48.65,15.79,North
2024-09-27,2903b3f3,Clothing,224.98,27.96,Central
2024-08-13,1c6e1f93,Clothing,410.43,25.69,South
2024-09-04,bd193b60,Clothing,68.25,28.91,South
2024-08-17,3f20c114,Clothing,61.2,18.54,West
2025-02-05,790fb323,Books,409.89,16.8,South
2024-08-28,71f5731d,Groceries,189.85,29.99,Central
2025-02-25,e53911cd,Books,39.1,10.22,East
2024-05-11,068520b1,Groceries,447.09,9.45,South
2024-04-12,5ec535eb,Books,160.14,10.13,East
2025-01-24,0f45cf32,Books,496.1,11.81,West
2024-07-30,149603f1,Books,475.52,10.51,West
2024-12-22,031047e1,Books,310.18,6.46,Central
2024-11-24,d5576a1e,Clothing,148.04,13.88,West
2024-12-09,a4c18853,Groceries,217.24,9.63,North
2025-01-03,09b7e999,Electronics,291.48,23.27,South
2024-05-19,51dc9d74,Clothing,491.74,21.1,Central
2024-03-31,8a99d9ad,Electronics,196.18,25.44,Central
2024-04-19,e34d3962,Groceries,292.49,14.09,Central
2025-01-24,8c3ddb9b,Books,245.86,25.43,West
2025-03-02,d0623462,Books,124.64,28.21,East
2025-03-11,af3800ca,Groceries,478.95,7.5,West
2024-04-14,acb8aa97,Home Appliances,20.17,17.27,West
2024-10-09,4014836e,Home Appliances,115.84,8.79,Central
2024-12-24,0e1b36ab,Electronics,458.83,23.92,East
2024-09-07,78696956,Books,221.66,18.74,West
2024-10-13,51859037,Home Appliances,220.64,26.15,West
2024-09-13,ec0aa19d,Home Appliances,80.91,6.01,West
2024-10-03,9bd15915,Books,333.57,12.57,North
2024-04-03,08e0947f,Groceries,218.91,19.52,South
2024-10-19,d275f756,Clothing,466.77,29.57,West
2024-05-28,1b0a059d,Home Appliances,276.38,19.18,South
2024-09-08,aec25d25,Books,227.97,6.67,East
2024-03-23,a068126c,Home Appliances,323.82,15.3,West
2024-09-27,51c7ea59,Clothing,75.26,14.33,North
2024-12-21,a57ccd1b,Groceries,497.17,13.86,West
2024-07-04,040e3e68,Electronics,185.64,25.24,North
2024-04-05,f9490a97,Electronics,232.6,25.52,East
2024-10-04,6785aeaa,Books,325.91,14.22,West
2024-06-11,b5401906,Groceries,386.69,18.41,North
2024-07-07,199d71fc,Books,304.7,11.55,West
2024-08-30,0e97b96b,Groceries,113.46,29.44,Central
2024-06-18,7f3c4fb2,Clothing,257.32,21.51,South
2025-02-21,77d7b278,Books,187.47,24.28,East
2024-09-01,a87cff66,Home Appliances,310.41,23.76,South
2024-03-20,0723c4ef,Books,59.8,7.8,Central
2024-04-02,bca275ff,Clothing,347.4,5.45,East
2024-08-17,9d47b142,Electronics,48.5,16.34,West
2025-02-14,c402bffa,Books,421.58,13.43,West
2025-01-28,66bc5523,Groceries,99.31,29.25,North
2024-11-01,a87f3c46,Electronics,465.74,21.02,South
2024-12-31,833eb754,Groceries,362.05,20.73,North
2024-10-11,cb96cdaa,Groceries,129.35,27.04,Central
2025-02-08,8d3d9115,Electronics,212.64,27.13,North
2024-10-26,b35f6c3f,Electronics,281.45,25.82,Central
2024-06-04,c61baf79,Groceries,274.19,26.97,West
2024-08-13,a1992c84,Books,57.33,7.93,West
2024-12-24,9b329eda,Books,341.82,28.83,North
2025-02-05,f220b463,Groceries,105.88,26.08,Central
2024-07-03,db8510c3,Books,142.38,28.55,North
2025-01-23,a3e2c9d5,Home Appliances,148.86,24.09,West
2024-05-28,23390703,Clothing,123.21,15.1,North
2024-06-18,00644016,Groceries,401.84,7.09,South
2025-01-20,8376f21f,Groceries,319.94,19.66,South
2024-12-11,69c47545,Groceries,390.6,23.28,Central
2025-01-17,c2f4795c,Books,65.9,24.45,Central
2024-12-22,70b7aff6,Groceries,401.14,5.99,North
2025-03-08,f960de68,Electronics,244.96,16.61,North
2024-10-23,787c46fc,Groceries,11.68,23.0,North
2024-11-05,6515061b,Clothing,219.21,28.27,West
2024-03-18,b133560c,Clothing,121.2,9.55,South
2024-03-24,db44c3fe,Clothing,280.35,23.85,North
2024-08-05,54bd1d08,Home Appliances,124.06,6.3,Central
2025-01-04,bd52418f,Home Appliances,192.17,14.97,Central
2024-06-23,13433c1c,Books,494.38,9.83,East
2025-02-18,70a14fe4,Clothing,472.38,8.7,South
2025-01-27,4dddb4b5,Clothing,173.6,24.28,East
2024-06-11,3dfb5a7a,Electronics,69.93,15.69,East
2025-03-12,1393db01,Home Appliances,211.8,8.02,West
2024-05-25,b5382239,Groceries,284.55,21.69,East
2024-03-19,6cd76529,Books,89.44,16.29,West
2024-10-20,e81ba6d9,Groceries,331.87,17.29,North
2024-12-14,f94162cb,Books,139.95,27.08,Central
2024-12-21,82b5248e,Clothing,455.07,19.83,Central
2024-05-06,85ba16e4,Books,497.53,17.89,Central
2024-03-18,10692ded,Clothing,328.09,22.95,North
2025-02-26,ab71a905,Groceries,297.66,12.25,West
2025-03-13,30113a37,Books,157.28,28.21,East
2025-01-19,1e286a79,Clothing,178.75,17.25,South
2024-10-17,f68a9d81,Home Appliances,494.38,9.5,North
2024-03-27,020d1bbf,Books,292.33,29.2,East
2024-10-09,926c4bbf,Home Appliances,75.38,9.62,South
2024-12-18,7235768b,Clothing,331.57,22.45,Central
2024-08-26,4a18e67d,Electronics,318.21,24.47,North
2024-03-31,78140e4d,Books,256.67,11.64,West
2024-11-06,3da74068,Clothing,243.93,14.23,East
2024-04-07,a538c477,Books,120.31,9.95,Central
2024-04-09,73e63dcc,Clothing,116.58,26.76,West
2024-04-04,b4d6ce41,Clothing,244.57,26.08,South
2024-07-30,caf447d1,Groceries,167.21,22.41,North
2024-10-02,70e6171d,Clothing,80.4,22.05,South
2024-06-25,81967565,Books,254.71,14.62,North
2025-02-03,1e596278,Books,128.41,26.18,South
2024-09-28,731c4ac7,Clothing,427.59,16.75,North
2024-10-26,87e033f2,Clothing,200.19,24.55,Central
2024-05-20,65ed9295,Home Appliances,491.52,22.83,South
2025-02-08,07c220b7,Home Appliances,334.04,21.21,Central
2024-10-26,2575159e,Clothing,97.65,10.97,West
2024-11-13,e56d9225,Books,32.78,20.84,North
2024-04-26,400e211e,Groceries,24.07,26.08,West
2024-07-13,c9cab4f4,Books,496.84,23.54,South
2024-08-18,eb25e817,Home Appliances,480.24,26.82,South
2025-03-13,5240abd1,Clothing,436.11,18.36,South
2025-02-09,5c8b9171,Clothing,463.17,14.42,South
2024-12-02,88d0b484,Books,136.69,25.22,North
2025-02-11,9dfefbd6,Groceries,115.89,6.43,North
2024-09-24,aa8eea4f,Electronics,429.14,12.33,West
2024-06-24,05084fce,Clothing,165.62,9.99,East
2024-04-11,04e3d3e8,Books,334.76,8.27,West
2024-10-09,4adee110,Home Appliances,48.57,23.52,Central
2024-05-06,db042dc6,Electronics,416.91,19.43,East
2025-03-05,1d5dc2fe,Electronics,146.11,20.26,East
2024-11-01,8a3f964b,Clothing,373.42,17.07,East
2024-09-28,71c11c83,Groceries,458.35,22.28,East
2024-05-04,e679d60c,Books,385.41,27.22,South
2024-12-28,cf44c70c,Books,372.16,12.64,Central
2024-03-23,5f37b9de,Books,448.59,28.95,West
2024-07-16,f5d36fa9,Clothing,71.18,10.52,East
2025-02-09,694f22ab,Home Appliances,459.07,8.47,North
2024-08-08,7433ed67,Electronics,285.57,22.77,Central
2024-05-08,e9fa358b,Groceries,134.5,17.47,Central
2024-08-24,0c04072a,Clothing,159.69,15.64,Central
2025-02-25,f76693ae,Groceries,283.55,7.04,Central
2024-08-24,dc26638a,Clothing,131.19,18.76,North
2024-06-20,6dc43e87,Groceries,64.07,15.01,West
2024-11-21,3373fbfa,Books,10.02,25.32,North
2024-07-06,8cc40ba8,Groceries,447.4,16.55,South
2024-05-26,048139ec,Books,189.47,25.8,West
2025-01-13,2ef7385c,Books,167.84,21.77,South
2024-12-09,fa522d78,Clothing,26.5,23.83,West
2024-11-14,0e501e3c,Groceries,365.63,27.93,East
2024-08-13,981dea41,Groceries,215.85,12.78,South
2024-06-10,fac17f7c,Home Appliances,293.81,9.98,West
2024-09-15,e4d72e71,Clothing,336.18,11.5,Central
2024-11-27,d6e4c58d,Clothing,109.57,21.48,East
2025-02-14,15b342b2,Home Appliances,214.67,9.51,North
2024-10-28,da39bfe2,Books,254.93,23.75,North
2025-03-16,3810f0dc,Books,216.46,11.5,South
2024-08-04,5d52f673,Home Appliances,66.48,21.55,West
2024-03-19,a0acb5b9,Books,424.74,5.32,East
2025-01-31,f52f92cc,Books,262.33,7.74,South
